 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   8,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  6.53445E-16  4.05674E-16  5.29359E-16  3.33397E-16  1.0E-07
   2.00000E+01  5.96304E-16  3.66212E-16  3.58553E-16  3.57728E-16  1.0E-07
   3.00000E+01  5.18479E-16  3.20724E-16  2.57606E-16  3.22076E-16  1.0E-07
   4.00000E+01  4.52779E-16  2.72350E-16  1.97803E-16  2.94998E-16  1.0E-07
   5.00000E+01  4.01223E-16  2.30576E-16  1.61828E-16  2.73883E-16  1.0E-07
   6.00000E+01  3.61099E-16  1.97244E-16  1.39318E-16  2.56184E-16  1.0E-07
   7.00000E+01  3.28734E-16  1.70600E-16  1.24316E-16  2.41056E-16  1.0E-07
   8.00000E+01  3.01836E-16  1.48936E-16  1.13513E-16  2.27993E-16  1.1E-07
   9.00000E+01  2.79447E-16  1.31145E-16  1.05122E-16  2.16591E-16  1.2E-05
   1.00000E+02  2.60584E-16  1.16460E-16  9.82464E-17  2.06462E-16  4.3E-06
   1.20000E+02  2.30638E-16  9.39716E-17  8.72398E-17  1.89175E-16  4.9E-06
   1.40000E+02  2.07923E-16  7.77924E-17  7.84986E-17  1.74875E-16  2.8E-06
   1.60000E+02  1.90008E-16  6.56973E-17  7.11988E-17  1.62833E-16  1.5E-05
   1.80000E+02  1.75473E-16  5.64027E-17  6.49662E-17  1.52490E-16  3.4E-06
   2.00000E+02  1.63393E-16  4.90829E-17  5.95641E-17  1.43503E-16  8.2E-06
   2.50000E+02  1.40379E-16  3.63143E-17  4.88050E-17  1.25329E-16  1.8E-05
   3.00000E+02  1.23806E-16  2.81925E-17  4.08184E-17  1.11415E-16  1.1E-05
   3.50000E+02  1.11472E-16  2.28292E-17  3.49563E-17  9.99592E-17  2.5E-06
   4.00000E+02  1.01796E-16  1.90547E-17  3.04808E-17  9.04305E-17  3.4E-06
   4.50000E+02  9.38306E-17  1.62316E-17  2.68832E-17  8.24887E-17  2.4E-06
   5.00000E+02  8.72054E-17  1.40450E-17  2.39417E-17  7.58051E-17  1.2E-05
   6.00000E+02  7.67285E-17  1.08896E-17  1.94272E-17  6.52216E-17  6.9E-06
   7.00000E+02  6.87146E-17  8.73847E-18  1.61367E-17  5.72383E-17  1.1E-05
   8.00000E+02  6.23277E-17  7.19297E-18  1.36484E-17  5.10079E-17  7.0E-06
   9.00000E+02  5.70897E-17  6.03919E-18  1.17143E-17  4.60114E-17  1.2E-06
   1.00000E+03  5.27013E-17  5.15201E-18  1.01777E-17  4.19153E-17  5.2E-04
   1.20000E+03  4.57355E-17  3.89241E-18  7.91360E-18  3.55979E-17  8.4E-04
   1.40000E+03  4.04352E-17  3.05534E-18  6.34837E-18  3.09512E-17  7.0E-04
   1.60000E+03  3.62565E-17  2.46853E-18  5.21794E-18  2.73883E-17  8.1E-04
   1.80000E+03  3.28728E-17  2.04008E-18  4.37304E-18  2.45686E-17  6.0E-04
   2.00000E+03  3.00747E-17  1.71703E-18  3.72382E-18  2.22808E-17  7.7E-04
   2.50000E+03  2.48157E-17  1.18557E-18  2.62953E-18  1.80872E-17  1.3E-03
   3.00000E+03  2.11369E-17  8.71895E-19  1.96552E-18  1.52341E-17  6.3E-04
   3.50000E+03  1.84173E-17  6.70471E-19  1.53045E-18  1.31662E-17  1.3E-03
   4.00000E+03  1.63247E-17  5.33085E-19  1.22903E-18  1.15977E-17  1.2E-03
   4.50000E+03  1.46648E-17  4.35044E-19  1.01118E-18  1.03667E-17  2.3E-03
   5.00000E+03  1.33155E-17  3.62447E-19  8.48209E-19  9.37474E-18  3.2E-03
   6.00000E+03  1.12545E-17  2.63827E-19  6.24217E-19  7.87489E-18  4.0E-03
   7.00000E+03  9.75388E-18  2.01390E-19  4.80584E-19  6.79462E-18  4.0E-03
   8.00000E+03  8.61232E-18  1.59221E-19  3.82607E-19  5.97942E-18  3.2E-03
   9.00000E+03  7.71464E-18  1.29326E-19  3.12590E-19  5.34236E-18  4.5E-03
   1.00000E+04  6.99021E-18  1.07319E-19  2.60701E-19  4.83079E-18  2.3E-03
   1.20000E+04  5.85756E-18  7.76347E-20  1.90151E-19  4.06008E-18  2.0E-06
   1.40000E+04  5.07390E-18  5.89973E-20  1.45461E-19  3.50715E-18  2.1E-06
   1.60000E+04  4.48121E-18  4.64896E-20  1.15254E-19  3.09121E-18  2.0E-06
   1.80000E+04  4.01725E-18  3.76677E-20  9.38227E-20  2.76676E-18  2.6E-06
   2.00000E+04  3.64420E-18  3.12002E-20  7.80315E-20  2.50668E-18  3.8E-06
   2.50000E+04  2.96848E-18  2.09316E-20  5.27891E-20  2.03741E-18  3.7E-06
