-1	2,07477	2,22431	2,37385	2,5234	2,67294	2,82248	2,97202	3,12156	3,2711	3,42065	3,57019	3,71973	3,86927	4,01881	4,16835	4,3179	4,46744	4,61698	4,76652	4,91606	5,06561	5,21515	5,36469	5,51423	5,66377
0	0,152281	0,0670714	0	0,115706	0,0559094	0,159456	0,14082	0,211977	0,221346	0,321105	0,381201	0,469001	0,56049	0,634039	0,698818	0,676394	0,615502	0,474084	0,315624	0,176698	0,0930827	0,0500295	0,0268086	0,0126569	0,00398641
1	0,0851146	0,0361233	0	0,0762776	0,0316273	0,0925564	0,0914711	0,131935	0,153951	0,21705	0,259995	0,318133	0,418442	0,526191	0,618128	0,727273	0,734405	0,703397	0,585415	0,404333	0,228678	0,10806	0,0530222	0,0249608	0,00728668
2	0,22397	0,0974375	0	0,167495	0,0784218	0,212604	0,189084	0,281947	0,294243	0,42435	0,456734	0,556101	0,623586	0,647462	0,672912	0,587627	0,462739	0,29746	0,165851	0,0849986	0,0505417	0,0303107	0,0165136	0,00893594	0,00250206
3	0,25922	0	0,101146	0,101146	0,16484	0,152607	0,270087	0,233934	0,358179	0,389616	0,469508	0,536346	0,628198	0,668041	0,6623	0,569014	0,455156	0,29305	0,16238	0,0846071	0,051393	0,0304121	0,0170171	0,00820101	0,00280201
4	0,14552	0,0596666	0	0,106406	0,0508271	0,147841	0,130051	0,190602	0,197784	0,305736	0,34673	0,422528	0,530481	0,598655	0,672907	0,709481	0,658433	0,535342	0,375789	0,220767	0,120659	0,0592247	0,0301648	0,0135907	0,00464074
5	0,358441	0,146458	0	0,256016	0,110794	0,305041	0,266049	0,378365	0,375179	0,514314	0,539516	0,618927	0,640277	0,601999	0,540467	0,405422	0,26876	0,137138	0,0665242	0,0404186	0,0277224	0,019496	0,0096529	0,00537329	0,00147409
6	0,331988	0,135996	0	0,235438	0,102798	0,2833	0,243647	0,352589	0,360385	0,498963	0,518841	0,609815	0,650656	0,623962	0,56975	0,448726	0,300183	0,164394	0,0852946	0,0466229	0,0307722	0,0213753	0,0111523	0,0054729	0,00170383
7	0,201971	0,0810969	0	0,146334	0,066352	0,179167	0,163737	0,238233	0,257521	0,359192	0,408742	0,496097	0,588938	0,632916	0,688552	0,649718	0,547104	0,405313	0,245605	0,129532	0,0713241	0,0414057	0,021603	0,0101157	0,00325759
8	0,478437	0	0,192296	0,174203	0,300386	0,252294	0,436784	0,35801	0,514263	0,521817	0,590987	0,604044	0,613325	0,555593	0,433547	0,286789	0,162944	0,0768679	0,0420489	0,0273012	0,0202151	0,0144959	0,00705012	0,00420849	0,00129492
9	0,175725	0,0757768	0	0,143261	0,0653674	0,180753	0,157552	0,230506	0,249825	0,369974	0,411259	0,501415	0,572693	0,636208	0,690813	0,66082	0,558049	0,423256	0,246561	0,133381	0,0703957	0,0443722	0,0217891	0,0107622	0,00344039
10	0,117584	0,0497662	0	0,0947689	0,0401138	0,125105	0,112193	0,159202	0,175623	0,27127	0,314643	0,411167	0,483121	0,588044	0,684568	0,72418	0,678676	0,596192	0,441879	0,282552	0,149549	0,0748374	0,0358517	0,0171737	0,00576636
11	0,268723	0	0,113038	0,105103	0,191063	0,171617	0,292046	0,256608	0,390606	0,422591	0,516911	0,569977	0,64891	0,680774	0,626375	0,528905	0,388183	0,224865	0,118551	0,0631221	0,0417382	0,0255639	0,0142964	0,00732992	0,00230196
12	0,349718	0	0,145839	0,132532	0,232655	0,206384	0,344661	0,295017	0,445373	0,461332	0,546625	0,597448	0,644637	0,640954	0,561749	0,428972	0,287405	0,155758	0,0777315	0,0446355	0,0302971	0,0208201	0,010852	0,00608889	0,00171864
13	0,217865	0,0941994	0	0,16504	0,077329	0,198704	0,175422	0,266873	0,284049	0,392599	0,444126	0,543211	0,605349	0,64222	0,660541	0,617563	0,490615	0,344507	0,189773	0,101833	0,0574051	0,0348858	0,0181681	0,00900772	0,00267178
14	0,507595	0,200358	0	0,344915	0,151175	0,391803	0,324097	0,458711	0,44674	0,591596	0,579757	0,623487	0,596784	0,504769	0,385119	0,242558	0,128229	0,0591596	0,0310929	0,0251403	0,0176248	0,0123374	0,00668413	0,00339195	0,000964378
15	0,604816	0	0,242398	0,209738	0,365441	0,309076	0,497799	0,401344	0,570105	0,558793	0,60246	0,586352	0,547925	0,459788	0,314538	0,184897	0,0905769	0,0425021	0,02498	0,0208213	0,014805	0,0104245	0,00565586	0,00304973	0,000914918
16	0,83468	0	0,319375	0,275675	0,464252	0,382632	0,600545	0,463381	0,624707	0,571267	0,575777	0,503708	0,415246	0,292579	0,164529	0,0768448	0,0341301	0,0190075	0,014573	0,0136066	0,00966482	0,00699278	0,00346796	0,00195191	0,00060642
17	0,839173	0	0,3146	0,274061	0,468355	0,385224	0,602477	0,461969	0,616807	0,578663	0,58064	0,51279	0,404211	0,297666	0,166603	0,0775428	0,0347612	0,0194427	0,0150144	0,013684	0,0098639	0,00703207	0,00387714	0,0020336	0,000608179
