1	10.000000	-15.000000	0.000000
2	-10.000000	-15.000000	0.000000
3	10.000000	15.000000	0.000000
4	-10.000000	15.000000	0.000000
5	10.000000	-10.063706	0.000000
6	-10.000000	-10.063708	0.000000
7	10.000000	10.063706	0.000000
8	-10.000000	10.063705	0.000000
9	10.000000	-9.833731	0.674197
10	-10.000000	-9.833852	0.674290
11	10.000000	-1.076596	0.754367
12	-10.000000	-1.094872	0.739797
13	10.000000	1.083207	0.743798
14	-10.000000	1.086208	0.736823
15	10.000000	9.833852	0.674290
16	-10.000000	9.833731	0.674197
17	10.000000	-7.483556	0.900000
18	-10.000000	-7.483778	0.900000
19	10.000000	7.483562	0.900000
20	-10.000000	7.483750	0.900000
22	-10.000000	1.851792	-0.021122
23	10.000000	1.541528	0.318743
27	10.000000	-1.524655	0.227690
29	-0.000642	-10.000000	0.447001
30	0.000101	-9.434316	0.913554
31	-0.000172	-0.845670	0.468674
32	-0.000096	-0.000000	0.063330
33	-0.000221	0.845654	0.468719
34	-0.000101	9.434316	0.913554
35	0.000642	10.000000	0.447001
36	10.000000	-5.379787	0.457426
37	-10.000000	-5.379747	0.457411
38	10.000000	5.379663	0.457413
39	-10.000000	5.379753	0.457407
42	0.000000	-5.441321	-0.000000
43	0.006466	-0.036312	0.109994
44	0.000005	5.441293	-0.000000
45	0.000017	-4.880543	0.928921
46	0.000016	4.880542	0.928921
47	0.000000	0.000000	0.000000
48	0.000001	-10.068503	0.000000
49	-0.004340	-9.710859	0.900000
50	0.004940	-1.071852	0.638164
51	-0.003208	0.531984	0.231721
52	0.003360	1.071763	0.638123
53	0.004340	9.710859	0.900000
54	0.000001	10.068503	0.000000
55	10.000000	-10.000000	0.377361
56	-10.000000	-10.000000	0.377632
59	10.000000	10.000000	0.377632
60	-10.000000	10.000000	0.377361
61	10.000000	-9.169005	0.886763
62	-10.000000	-9.168979	0.886772
63	9.242826	-1.009590	0.523036
64	-9.321497	-1.076171	0.550432
65	9.356267	1.061403	0.585468
66	-9.322159	1.048949	0.547621
67	10.000000	9.168973	0.886773
68	-10.000000	9.169011	0.886763
69	10.000000	-5.639575	0.000000
70	-10.000000	-5.640167	0.000000
71	10.000000	5.633935	0.000000
72	-10.000000	5.635246	0.000000
73	-0.005586	0.955657	0.000000
78	-0.006016	-0.532243	0.231515
79	0.002164	-0.964138	0.000000
80	9.280271	0.106502	0.009682
81	-9.280539	0.109576	0.009364
82	0.000010	-8.762011	0.900000
83	0.000010	8.762011	0.900000
84	10.000000	4.667212	0.900000
85	-10.000000	4.668625	0.900000
86	10.000000	-4.667122	0.900000
87	-10.000000	-4.669752	0.900000
88	4.211327	-10.000000	0.270178
89	4.223100	-10.000000	0.596511
90	-4.133239	-10.000000	0.599960
91	-4.211568	-10.000000	0.270230
92	4.445344	-9.610275	0.908210
93	4.607064	-9.156217	0.917697
94	-4.607046	-9.156212	0.917687
95	-4.447704	-9.609887	0.908192
96	4.151312	-0.959385	0.561305
97	4.066024	-0.725789	0.378889
98	-4.059256	-0.725772	0.379037
99	-4.152967	-0.959683	0.561668
100	4.244284	-0.296389	0.117644
101	-4.253455	-0.297070	0.117883
102	-4.236331	0.297690	0.117953
103	4.232241	0.297318	0.117670
104	4.062792	0.725938	0.378579
105	4.150057	0.959360	0.561411
106	-4.155470	0.959785	0.561540
107	-4.057310	0.726404	0.379400
108	4.607053	9.156212	0.917687
109	4.447704	9.609887	0.908192
110	-4.445344	9.610275	0.908210
111	-4.607057	9.156218	0.917697
112	4.211568	10.000000	0.270230
113	-4.211327	10.000000	0.270178
114	-4.223100	10.000000	0.596511
115	4.133239	10.000000	0.599960
116	10.000000	-7.294479	0.255178
118	10.000000	-3.446979	0.263855
119	10.000000	-3.257265	0.634038
120	10.000000	-6.367774	0.705883
121	10.000000	-7.915938	0.589588
122	-10.000000	-7.294436	0.255184
123	-10.000000	-7.915939	0.589588
124	-10.000000	-6.367996	0.705878
125	-10.000000	-3.263211	0.633760
127	-10.000000	-3.448640	0.263340
128	10.000000	7.294364	0.255179
129	10.000000	7.915937	0.589588
130	10.000000	6.367795	0.705883
131	10.000000	3.261568	0.633827
133	10.000000	3.448457	0.263236
134	-10.000000	7.294344	0.255177
136	-10.000000	3.440489	0.263444
137	-10.000000	3.266520	0.633571
138	-10.000000	6.368032	0.705877
139	-10.000000	7.915938	0.589588
148	4.206513	-7.371517	-0.000000
149	-4.206493	-7.371523	-0.000000
150	-4.162997	-3.549435	-0.000001
151	4.162733	-3.549614	-0.000001
152	4.163443	-0.421458	0.077451
153	-4.167931	-0.406840	0.082381
154	-4.079344	0.429499	0.082705
155	4.084866	0.424551	0.084104
156	4.206619	7.371465	-0.000000
157	4.164734	3.548334	-0.000001
158	-4.164371	3.548513	-0.000001
159	-4.206605	7.371472	-0.000000
160	4.140081	-6.529751	0.928918
161	4.205454	-3.218299	0.928842
162	-4.204599	-3.218623	0.928843
163	-4.140017	-6.529776	0.928918
164	4.205427	3.218306	0.928842
165	4.140080	6.529751	0.928918
166	-4.140023	6.529774	0.928918
167	-4.204858	3.218518	0.928843
168	5.238891	-10.067715	0.000000
169	4.959196	-9.720095	0.900000
170	5.353173	-1.074091	0.642370
171	5.340246	0.556753	0.260962
172	5.354580	1.074025	0.642591
173	4.959394	9.719568	0.900000
174	5.238934	10.067715	0.000000
175	10.000000	-10.000000	0.202425
176	-10.000000	-10.000000	0.202480
179	10.000000	10.000000	0.202479
180	-10.000000	10.000000	0.202425
181	10.000000	-9.569166	0.806475
182	-10.000000	-9.569173	0.806508
185	9.273937	1.205438	0.351064
186	-9.438356	1.269339	0.272829
187	10.000000	8.478361	0.900000
188	-10.000000	8.478414	0.900000
189	10.000000	-7.948244	0.000000
190	-10.000000	-7.948632	0.000000
191	10.000000	7.946770	0.000000
192	-10.000000	7.947004	0.000000
193	5.241983	1.156519	0.000000
196	10.000000	-0.632649	0.000000
197	-10.000000	-0.625965	0.000000
198	5.295546	-0.548648	0.259670
199	5.271350	-1.172390	0.000000
200	9.300684	-0.693910	0.098138
201	-9.300876	-0.693770	0.105507
202	5.403495	-8.484838	0.900000
203	5.403495	8.484838	0.900000
204	10.000000	2.782556	0.899991
205	-10.000000	2.785058	0.899990
206	10.000000	-6.338551	0.900000
207	-10.000000	-6.339358	0.900000
208	6.862942	-10.000000	0.173833
209	6.813230	-10.000000	0.646741
210	-6.722182	-10.000000	0.648865
211	-6.862963	-10.000000	0.173843
212	7.480901	-9.676553	0.896466
213	7.503946	-8.717799	0.916890
