 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  14,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  3.32887E-15  7.57546E-16  1.07723E-15  1.61547E-15  1.0E-07
   2.00000E+01  1.95959E-15  3.39069E-16  5.57986E-16  1.37472E-15  1.0E-07
   3.00000E+01  1.39134E-15  2.65498E-16  3.70490E-16  1.18952E-15  1.0E-07
   4.00000E+01  1.10767E-15  2.29275E-16  2.73697E-16  1.05410E-15  1.0E-07
   5.00000E+01  9.38227E-16  2.03517E-16  2.17305E-16  9.50013E-16  1.0E-07
   6.00000E+01  8.25597E-16  1.82834E-16  1.81439E-16  8.66644E-16  1.0E-07
   7.00000E+01  7.43385E-16  1.65620E-16  1.56862E-16  7.97726E-16  1.0E-07
   8.00000E+01  6.81802E-16  1.52433E-16  1.39846E-16  7.37434E-16  3.0E-06
   9.00000E+01  6.34620E-16  1.41859E-16  1.27505E-16  6.84707E-16  1.6E-05
   1.00000E+02  5.96703E-16  1.32785E-16  1.18022E-16  6.38738E-16  9.7E-07
   1.20000E+02  5.38377E-16  1.17538E-16  1.04166E-16  5.63033E-16  8.0E-07
   1.40000E+02  4.94473E-16  1.04956E-16  9.42597E-17  5.03575E-16  1.1E-05
   1.60000E+02  4.59475E-16  9.43759E-17  8.66029E-17  4.55718E-16  3.2E-06
   1.80000E+02  4.30478E-16  8.53714E-17  8.03662E-17  4.16387E-16  1.2E-05
   2.00000E+02  4.05819E-16  7.76471E-17  7.51071E-17  3.83478E-16  1.4E-06
   2.50000E+02  3.56970E-16  6.25190E-17  6.47280E-17  3.20708E-16  3.9E-06
   3.00000E+02  3.20111E-16  5.15806E-17  5.68743E-17  2.76056E-16  2.2E-06
   3.50000E+02  2.90941E-16  4.34100E-17  5.06314E-17  2.42613E-16  7.3E-06
   4.00000E+02  2.67105E-16  3.71348E-17  4.55150E-17  2.16597E-16  9.9E-06
   4.50000E+02  2.47162E-16  3.21941E-17  4.12274E-17  1.95762E-16  6.9E-06
   5.00000E+02  2.30134E-16  2.82287E-17  3.75588E-17  1.78682E-16  2.7E-06
   6.00000E+02  2.02261E-16  2.23259E-17  3.16602E-17  1.52318E-16  1.6E-06
   7.00000E+02  1.80656E-16  1.81917E-17  2.71578E-17  1.32889E-16  3.2E-06
   8.00000E+02  1.63742E-16  1.51688E-17  2.36247E-17  1.17956E-16  2.3E-05
   9.00000E+02  1.50080E-16  1.28810E-17  2.07861E-17  1.06108E-16  6.5E-06
   1.00000E+03  1.38775E-16  1.11011E-17  1.84622E-17  9.64690E-17  9.5E-06
   1.20000E+03  1.21076E-16  8.53641E-18  1.49051E-17  8.17118E-17  2.8E-03
   1.40000E+03  1.07844E-16  6.82219E-18  1.23646E-17  7.08814E-17  2.4E-03
   1.60000E+03  9.75018E-17  5.60986E-18  1.04719E-17  6.25900E-17  2.8E-03
   1.80000E+03  8.91430E-17  4.71239E-18  9.01099E-18  5.60423E-17  2.1E-03
   2.00000E+03  8.22168E-17  4.02524E-18  7.85337E-18  5.07419E-17  2.6E-03
   2.50000E+03  6.90925E-17  2.86620E-18  5.81142E-18  4.10604E-17  4.5E-03
   3.00000E+03  5.97634E-17  2.15852E-18  4.49931E-18  3.45031E-17  4.8E-03
   3.50000E+03  5.27493E-17  1.69116E-18  3.59998E-18  2.97674E-17  4.5E-03
   4.00000E+03  4.72642E-17  1.36480E-18  2.95389E-18  2.61863E-17  4.4E-03
   4.50000E+03  4.28478E-17  1.12710E-18  2.47265E-18  2.33831E-17  8.0E-03
   5.00000E+03  3.92103E-17  9.48180E-19  2.10373E-18  2.11290E-17  1.1E-02
   6.00000E+03  3.35621E-17  7.00600E-19  1.58243E-18  1.77280E-17  1.4E-02
   7.00000E+03  2.93722E-17  5.40738E-19  1.23812E-18  1.52836E-17  1.4E-02
   8.00000E+03  2.61364E-17  4.31164E-19  9.97999E-19  1.34418E-17  1.2E-02
   9.00000E+03  2.35602E-17  3.52587E-19  8.23421E-19  1.20040E-17  1.6E-02
   1.00000E+04  2.14599E-17  2.94227E-19  6.92281E-19  1.08504E-17  8.2E-03
   1.20000E+04  1.80521E-17  2.14729E-19  5.11289E-19  9.11410E-18  1.8E-06
   1.40000E+04  1.57409E-17  1.64267E-19  3.94767E-19  7.86948E-18  2.1E-06
   1.60000E+04  1.39735E-17  1.30116E-19  3.15043E-19  6.93361E-18  2.3E-06
   1.80000E+04  1.25779E-17  1.05868E-19  2.57937E-19  6.20428E-18  2.3E-06
   2.00000E+04  1.14479E-17  8.79942E-20  2.15538E-19  5.61987E-18  3.1E-06
   2.50000E+04  9.38239E-18  5.94203E-20  1.47106E-19  4.56591E-18  1.0E-07
