 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  79,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  5.03436E-16  5.75780E-16  3.49861E-16  0.00000E+00  1.0E-07
   2.00000E+01  3.67078E-16  4.75912E-16  2.16561E-16  0.00000E+00  1.0E-07
   3.00000E+01  6.12625E-16  5.30501E-16  4.18532E-16  0.00000E+00  1.0E-07
   4.00000E+01  8.13451E-16  5.31722E-16  5.47438E-16  0.00000E+00  1.0E-07
   5.00000E+01  9.23186E-16  4.76479E-16  5.71948E-16  0.00000E+00  1.0E-07
   6.00000E+01  9.63857E-16  4.01992E-16  5.39535E-16  0.00000E+00  1.0E-07
   7.00000E+01  9.66195E-16  3.32363E-16  4.89188E-16  0.00000E+00  1.0E-07
   8.00000E+01  9.50633E-16  2.75228E-16  4.38373E-16  0.00000E+00  1.0E-07
   9.00000E+01  9.27762E-16  2.30572E-16  3.92530E-16  0.00000E+00  1.0E-07
   1.00000E+02  9.02431E-16  1.96225E-16  3.52568E-16  0.00000E+00  1.0E-07
   1.20000E+02  8.51150E-16  1.49756E-16  2.88584E-16  0.00000E+00  1.2E-07
   1.40000E+02  8.01587E-16  1.22656E-16  2.42261E-16  0.00000E+00  2.7E-07
   1.60000E+02  7.53976E-16  1.07298E-16  2.10016E-16  0.00000E+00  1.0E-07
   1.80000E+02  7.08534E-16  9.91711E-17  1.88596E-16  0.00000E+00  1.0E-07
   2.00000E+02  6.65784E-16  9.54493E-17  1.74965E-16  0.00000E+00  1.0E-07
   2.50000E+02  5.73481E-16  9.50559E-17  1.59449E-16  0.00000E+00  1.0E-07
   3.00000E+02  5.02586E-16  9.80861E-17  1.53164E-16  0.00000E+00  1.0E-07
   3.50000E+02  4.49473E-16  1.00354E-16  1.47317E-16  0.00000E+00  1.0E-07
   4.00000E+02  4.09494E-16  1.01071E-16  1.40112E-16  0.00000E+00  1.0E-07
   4.50000E+02  3.78870E-16  1.00403E-16  1.31839E-16  0.00000E+00  1.0E-07
   5.00000E+02  3.54886E-16  9.87121E-17  1.23141E-16  0.00000E+00  1.0E-07
   6.00000E+02  3.19912E-16  9.35196E-17  1.06361E-16  0.00000E+00  1.0E-07
   7.00000E+02  2.95481E-16  8.72960E-17  9.18911E-17  0.00000E+00  1.0E-07
   8.00000E+02  2.77129E-16  8.09563E-17  8.01084E-17  0.00000E+00  1.0E-07
   9.00000E+02  2.62539E-16  7.49176E-17  7.07160E-17  0.00000E+00  1.0E-07
   1.00000E+03  2.50439E-16  6.93439E-17  6.32546E-17  0.00000E+00  1.0E-07
   1.20000E+03  2.31037E-16  5.97031E-17  5.24702E-17  0.00000E+00  1.0E-07
   1.40000E+03  2.15745E-16  5.18804E-17  4.52380E-17  0.00000E+00  1.0E-07
   1.60000E+03  2.03147E-16  4.55274E-17  4.00969E-17  0.00000E+00  1.0E-07
   1.80000E+03  1.92487E-16  4.03237E-17  3.62334E-17  0.00000E+00  1.0E-07
   2.00000E+03  1.83299E-16  3.60146E-17  3.31888E-17  0.00000E+00  1.0E-07
   2.50000E+03  1.64927E-16  2.80012E-17  2.76573E-17  0.00000E+00  1.0E-07
   3.00000E+03  1.51018E-16  2.25493E-17  2.37814E-17  0.00000E+00  1.0E-07
   3.50000E+03  1.40016E-16  1.86522E-17  2.08339E-17  0.00000E+00  1.2E-07
   4.00000E+03  1.31024E-16  1.57557E-17  1.84901E-17  0.00000E+00  1.4E-07
   4.50000E+03  1.23489E-16  1.35349E-17  1.65741E-17  0.00000E+00  1.0E-07
   5.00000E+03  1.17050E-16  1.17883E-17  1.49774E-17  0.00000E+00  1.0E-07
   6.00000E+03  1.06546E-16  9.23906E-18  1.24722E-17  0.00000E+00  1.0E-07
   7.00000E+03  9.82651E-17  7.48804E-18  1.06036E-17  0.00000E+00  1.0E-07
   8.00000E+03  9.15169E-17  6.22472E-18  9.16371E-18  0.00000E+00  1.0E-07
   9.00000E+03  8.58803E-17  5.27826E-18  8.02524E-18  0.00000E+00  1.0E-07
   1.00000E+04  8.10816E-17  4.54773E-18  7.10616E-18  0.00000E+00  1.0E-07
   1.20000E+04  7.33024E-17  3.50401E-18  5.72188E-18  0.00000E+00  1.0E-07
   1.40000E+04  6.72236E-17  2.80340E-18  4.73719E-18  0.00000E+00  1.0E-07
   1.60000E+04  6.23100E-17  2.30674E-18  4.00689E-18  0.00000E+00  1.0E-07
   1.80000E+04  5.82353E-17  1.93983E-18  3.44737E-18  0.00000E+00  1.0E-07
   2.00000E+04  5.47880E-17  1.65986E-18  3.00739E-18  0.00000E+00  1.0E-07
   2.50000E+04  4.80715E-17  1.19019E-18  2.23954E-18  0.00000E+00  1.0E-07
