1	5.000000	-7.500000	0.000000
2	-5.000000	-7.500000	0.000000
3	5.000000	7.500000	0.000000
4	-5.000000	7.500000	0.000000
5	5.000000	-5.056889	0.000000
6	-5.000000	-5.056888	0.000000
7	5.000000	5.056887	0.000000
8	-5.000000	5.056887	0.000000
9	5.000000	-4.860492	0.670235
10	-5.000000	-4.860492	0.670217
11	5.000000	-1.443631	0.900000
12	-5.000000	-1.442207	0.900000
13	5.000000	1.442387	0.900000
14	-5.000000	1.442596	0.900000
15	5.000000	4.860494	0.670216
16	-5.000000	4.860493	0.670218
17	5.000000	-3.019743	0.900000
18	-5.000000	-3.019453	0.900000
19	5.000000	3.019610	0.900000
20	-5.000000	3.019452	0.900000
21	5.000000	1.705878	0.001861
22	-5.000000	1.705474	0.001864
23	5.000000	0.254929	0.773015
24	-5.000000	0.266079	0.775344
25	5.000000	-1.706061	0.001843
26	-5.000000	-1.705918	0.001851
27	5.000000	-0.271783	0.774812
28	-5.000000	-0.260203	0.774165
29	0.000005	-5.000000	0.431365
30	-0.000066	-3.736437	0.949426
31	-0.006079	-0.532458	0.855787
33	0.006741	0.531538	0.855714
34	-0.000067	3.736436	0.949426
35	-0.000003	5.000000	0.431364
36	5.000000	-2.757365	0.482926
37	-5.000000	-2.755711	0.483062
38	5.000000	2.756383	0.483020
39	-5.000000	2.757823	0.483027
40	-5.000000	-0.027796	0.364240
41	5.000000	-0.032354	0.363771
42	-0.000021	-3.329278	0.131563
43	-0.094313	0.011617	-0.071208
44	-0.000016	3.329220	0.131301
45	-0.000351	-1.808010	0.933650
46	-0.000105	1.807976	0.933651
47	0.000000	0.000000	0.000000
48	-0.000023	-5.049905	0.000000
49	-0.000028	-4.796293	0.900000
50	-0.002651	-1.198364	0.900000
52	0.002716	1.198176	0.900000
53	-0.000023	4.796292	0.900000
54	-0.000010	5.049905	0.000000
55	5.000000	-5.000000	0.340122
56	-5.000000	-5.000000	0.340108
57	5.000000	1.143175	0.352947
58	-5.000000	1.147263	0.352854
59	5.000000	5.000000	0.340110
60	-5.000000	5.000000	0.340111
61	5.000000	-3.977348	0.895365
62	-5.000000	-3.977242	0.895368
63	4.426348	-0.704223	0.852304
64	-4.427210	-0.699868	0.852347
65	4.427716	0.698480	0.851765
66	-4.426564	0.702050	0.852515
67	5.000000	3.977316	0.895362
68	-5.000000	3.977234	0.895369
69	5.000000	-3.406498	0.000000
70	-5.000000	-3.406398	0.000000
71	5.000000	3.406261	0.000000
72	-5.000000	3.406186	0.000000
73	-0.000380	1.717891	0.000000
74	5.000000	-1.139976	0.353196
75	-5.000000	-1.135382	0.353933
76	5.000000	-0.000148	0.000000
77	-5.000000	0.000153	0.000000
79	0.000118	-1.718332	0.000000
82	-0.000143	-2.872446	0.900000
83	-0.000094	2.872427	0.900000
84	5.000000	2.182416	0.899992
85	-5.000000	2.182259	0.899992
86	5.000000	-2.182855	0.899992
87	-5.000000	-2.182206	0.899992
